Date,Price,STH Supply,Log Price,Log Supply,Normalized Ratio,STH Supply Percentage
2011-08-17,10.9639640561075,3682034,1.0399676030933127,0.5660877944733216,2.2298,52.08%
2011-08-18,10.8584714558738,3682358,1.0357686940372361,0.5661260084663376,2.2341,52.03%
2011-08-19,11.6704730432496,3682497,1.0670884598079546,0.5661424017104658,2.2027,51.98%
2011-08-20,11.4597317393337,3680156,1.0591744513581864,0.5658662285928692,2.2104,51.89%
2011-08-21,11.3544813407364,3684825,1.055167300951114,0.5664168671369862,2.2149,51.90%
2011-08-22,10.9208958246639,3691953,1.0382582643532592,0.5672561636511186,2.2327,51.94%
2011-08-23,10.9172450543542,3692798,1.0381130588228293,0.567355551928072,2.2329,51.90%
2011-08-24,10.870444289889,3696283,1.0362472946570385,0.5677652148839005,2.2352,51.90%
2011-08-25,9.5460936735827,3731737,0.9798256916812271,0.5719110285702975,2.2958,52.34%
2011-08-26,8.12692016306254,3751415,0.9099259933677317,0.5741951106024783,2.3680,52.57%
2011-08-27,8.59649760666277,3753359,0.9343215466022113,0.5744201056500848,2.3438,52.55%
2011-08-28,9.03086639976622,3759799,0.9557294174882195,0.575164628032932,2.3231,52.60%
2011-08-29,8.96115727060199,3772929,0.9523640993699072,0.5766786326066824,2.3280,52.73%
2011-08-30,8.80994873816481,3778350,0.9449733814203425,0.5773021854619917,2.3360,52.75%
2011-08-31,8.19915176446523,3784480,0.9137689251804413,0.5780062144450779,2.3679,52.78%
2011-09-01,8.23428166510813,3784847,0.9156257185650405,0.5780483281164739,2.3661,52.74%
2011-09-02,8.6214244377557,3792265,0.9355790261900765,0.5788986778264947,2.3470,52.78%
2011-09-03,8.44965344067796,3797460,0.9268388968919761,0.5794932079803098,2.3563,52.80%
2011-09-04,8.20347060227937,3782794,0.91399762610793,0.5778126915176394,2.3675,52.55%
2011-09-05,7.5973325251315,3790109,0.8806611353116507,0.5786517000519302,2.4017,52.59%
2011-09-06,6.84653002893045,3799345,0.8354705173156483,0.5797087315103171,2.4479,52.67%
2011-09-07,7.16297027352426,3807115,0.8550931488312215,0.5805959955722064,2.4292,52.72%
